Sample	avg_sequence_length	percent_dedup	percent_duplicates	seq_len_read_count	seq_len_bp	sequence_length	total_sequences	percent_gc
temp | CRR214586.merged	457.602449228	3.07826880657	96.9217311934	131470.0	60160994.0	244-476	131470.0	53.0
temp | CRR214587.merged	457.856331233	3.31677590339	96.6832240966	63013.0	28850901.0	258-476	63013.0	53.0
temp | CRR214588.merged	452.813140687	3.21093058451	96.7890694155	70042.0	31715938.0	245-476	70042.0	51.0
temp | CRR214589.merged	450.393655286	2.5481623748	97.4518376252	118713.0	53467582.0	275-475	118713.0	53.0
temp | CRR214590.merged	471.473270045	2.28983186549	97.7101681345	43715.0	20610454.0	256-475	43715.0	52.0
temp | CRR214591.merged	463.939643118	2.89548881323	97.1045111868	65792.0	30523517.0	276-475	65792.0	54.0
temp | CRR214592.merged	456.49179676	3.44036176063	96.5596382394	88014.0	40177669.0	260-476	88014.0	51.0
temp | CRR214593.merged	457.260768973	4.69116259247	95.3088374075	32849.0	15020559.0	245-475	32849.0	52.0
temp | CRR214594.merged	461.278023917	3.39802653075	96.6019734693	76515.0	35294688.0	255-475	76515.0	52.0
temp | CRR214595.merged	456.886905767	3.41947713154	96.5805228685	53283.0	24344305.0	243-475	53283.0	51.0
temp | CRR214596.merged	455.868478186	4.38348611207	95.6165138879	58036.0	26456783.0	255-475	58036.0	53.0
temp | CRR214597.merged	460.425463386	2.97356828194	97.0264317181	96248.0	44315030.0	249-475	96248.0	52.0
temp | CRR214598.merged	458.838140229	3.43775899221	96.5622410078	60330.0	27681705.0	260-475	60330.0	53.0
temp | CRR214599.merged	451.821488244	4.37319902172	95.6268009783	41297.0	18658872.0	244-475	41297.0	53.0
temp | CRR214600.merged	455.945408041	3.66344283697	96.336557163	37533.0	17112999.0	296-475	37533.0	53.0
temp | CRR214601.merged	455.925131492	4.6405873329	95.3594126671	36504.0	16643091.0	275-475	36504.0	52.0
temp | CRR214602.merged	457.29705206	2.84746535187	97.1525346481	96542.0	44148372.0	249-476	96542.0	51.0
temp | CRR214603.merged	453.358506115	3.65395391766	96.3460460823	60674.0	27507074.0	246-475	60674.0	52.0
temp | CRR214604.merged	459.423894832	4.75254543111	95.2474545689	31036.0	14258680.0	249-475	31036.0	52.0
temp | CRR214605.merged	459.905200526	3.03343716538	96.9665628346	82184.0	37796849.0	244-475	82184.0	51.0
temp | CRR214606.merged	458.909245337	3.44786988916	96.5521301108	59457.0	27285367.0	243-475	59457.0	51.0
temp | CRR214607.merged	454.848496764	4.96340209304	95.036597907	33062.0	15038201.0	296-475	33062.0	53.0
temp | CRR214608.merged	460.603019038	4.01411888401	95.985881116	53262.0	24532638.0	293-475	53262.0	51.0
temp | CRR214609.merged	457.131047194	4.19833431939	95.8016656806	43946.0	20089081.0	297-475	43946.0	51.0
temp | CRR214610.merged	471.700025257	2.63255036817	97.3674496318	51471.0	24278872.0	253-476	51471.0	53.0
temp | CRR214611.merged	453.905368002	4.16731638859	95.8326836114	51304.0	23287161.0	254-475	51304.0	51.0
temp | CRR214612.merged	452.631355569	3.70616479465	96.2938352054	46652.0	21116158.0	251-476	46652.0	55.0
temp | CRR214613.merged	454.017505235	3.26856755758	96.7314324424	64952.0	29489345.0	281-476	64952.0	51.0
temp | CRR214614.merged	455.409566414	4.29685707731	95.7031429227	43590.0	19851303.0	264-475	43590.0	52.0
temp | CRR214615.merged	459.756489745	3.62889384708	96.3711061529	93224.0	42860339.0	243-476	93224.0	52.0
temp | CRR214616.merged	458.347357298	3.17691720643	96.8230827936	102206.0	46845850.0	244-475	102206.0	54.0
temp | CRR214617.merged	457.456398161	3.56049664092	96.4395033591	75467.0	34522862.0	262-475	75467.0	51.0
temp | CRR214618.merged	456.956741198	4.45936926414	95.5406307359	47944.0	21908334.0	246-475	47944.0	53.0
temp | CRR214619.merged	452.013104146	4.75002711203	95.249972888	55326.0	25008077.0	249-476	55326.0	52.0
temp | CRR214620.merged	454.823793613	4.42387394789	95.5761260521	54771.0	24911154.0	246-476	54771.0	52.0
temp | CRR214621.merged	458.925550582	4.3545210385	95.6454789615	27925.0	12815496.0	245-475	27925.0	52.0
temp | CRR214622.merged	461.146826862	4.09107697656	95.9089230234	46027.0	21225205.0	271-475	46027.0	51.0
temp | CRR214623.merged	458.223215799	3.97184383758	96.0281561624	76715.0	35152594.0	246-476	76715.0	53.0
temp | CRR214624.merged	453.340271035	4.19428378435	95.8057162156	47374.0	21476542.0	268-475	47374.0	52.0
temp | CRR214625.merged	454.260727865	3.04107067415	96.9589293258	132552.0	60213168.0	243-476	132552.0	52.0
temp | CRR214626.merged	452.955379649	3.83407774289	96.1659222571	45226.0	20485360.0	264-475	45226.0	52.0
temp | CRR214627.merged	456.220293195	5.21632036868	94.7836796313	25171.0	11483521.0	251-475	25171.0	53.0
temp | CRR214628.merged	454.435795665	3.75107966931	96.2489203307	48626.0	22097395.0	277-475	48626.0	51.0
temp | CRR214629.merged	454.001988446	4.15688156744	95.8431184326	58337.0	26485114.0	245-476	58337.0	52.0
temp | CRR214630.merged	454.067927234	4.06846491621	95.9315350838	44636.0	20267776.0	246-475	44636.0	51.0
temp | CRR214631.merged	457.856394107	4.22823669317	95.7717633068	45409.0	20790801.0	275-475	45409.0	52.0
temp | CRR214632.merged	452.055697091	3.88605818934	96.1139418107	54168.0	24486953.0	246-475	54168.0	52.0
temp | CRR214633.merged	453.250936661	3.37296319242	96.6270368076	101691.0	46091541.0	258-476	101691.0	52.0
temp | CRR214634.merged	457.165741847	4.77847020659	95.2215297934	46856.0	21420958.0	247-475	46856.0	52.0
temp | CRR214635.merged	451.777129723	4.480636631	95.519363369	40463.0	18280258.0	273-475	40463.0	53.0
temp | CRR214636.merged	451.319987967	3.41291328247	96.5870867175	73134.0	33006836.0	244-475	73134.0	52.0
temp | CRR214637.merged	458.098488234	2.77066280096	97.229337199	91747.0	42029162.0	273-475	91747.0	50.0
temp | CRR214638.merged	459.113575289	4.1411274495	95.8588725505	66238.0	30410765.0	277-476	66238.0	52.0
temp | CRR214639.merged	451.838847153	4.61456124006	95.3854387599	50449.0	22794818.0	246-476	50449.0	52.0
temp | CRR214640.merged	455.772073837	3.40105187171	96.5989481283	48485.0	22098109.0	260-476	48485.0	54.0
temp | CRR214641.merged	455.321784589	3.75848296912	96.2415170309	61594.0	28045090.0	268-476	61594.0	51.0
temp | CRR214642.merged	453.966881417	4.27420978458	95.7257902154	49670.0	22548535.0	259-474	49670.0	51.0
temp | CRR214643.merged	456.824600435	4.85104206623	95.1489579338	39105.0	17864126.0	282-475	39105.0	54.0
temp | CRR214644.merged	452.937679781	3.12098951188	96.8790104881	90388.0	40940131.0	247-475	90388.0	52.0
temp | CRR214645.merged	453.123858978	4.43837113966	95.5616288603	36590.0	16579802.0	244-475	36590.0	52.0
temp | CRR214646.merged	456.224247572	4.46750384536	95.5324961546	43559.0	19872672.0	247-475	43559.0	51.0
temp | CRR214647.merged	460.540361768	3.65621320775	96.3437867923	46715.0	21514143.0	249-475	46715.0	51.0
temp | CRR214648.merged	460.75643181	4.85251413725	95.1474858628	39258.0	18088376.0	247-475	39258.0	51.0
temp | CRR214649.merged	455.557377347	3.89407817176	96.1059218282	55135.0	25117156.0	255-475	55135.0	52.0
temp | CRR214650.merged	451.28686139	3.0403825165	96.9596174835	76964.0	34732842.0	243-475	76964.0	52.0
temp | CRR214651.merged	454.800074826	3.45448750814	96.5455124919	72167.0	32821557.0	260-475	72167.0	52.0
temp | CRR214652.merged	455.653326203	3.9798556021	96.0201443979	67314.0	30671848.0	246-476	67314.0	52.0
temp | CRR214653.merged	458.721733077	3.51980015562	96.4801998444	48838.0	22403052.0	249-475	48838.0	54.0
temp | CRR214654.merged	451.767099763	6.00395295337	93.9960470466	30863.0	13942888.0	247-475	30863.0	53.0
temp | CRR214655.merged	451.744399582	3.44137957058	96.5586204294	79503.0	35915035.0	244-476	79503.0	52.0
temp | CRR214656.merged	450.748214286	4.18308702791	95.8169129721	48720.0	21960453.0	244-475	48720.0	52.0
temp | CRR214657.merged	455.343156547	4.22959292539	95.7704070746	42179.0	19205919.0	263-475	42179.0	53.0
temp | CRR214658.merged	453.274576697	4.10644066579	95.8935593342	55693.0	25244221.0	246-475	55693.0	52.0
temp | CRR214659.merged	460.090659384	3.19937573156	96.8006242684	64075.0	29480309.0	296-476	64075.0	50.0
temp | CRR214660.merged	456.140696045	3.69560015042	96.3043998496	58502.0	26685143.0	255-475	58502.0	53.0
temp | CRR214661.merged	455.44778871	3.93355455939	96.0664454406	51531.0	23469680.0	243-475	51531.0	51.0
temp | CRR214662.merged	458.827269204	3.213704364	96.786295636	64505.0	29596653.0	246-475	64505.0	53.0
temp | CRR214663.merged	453.172778032	4.0243583883	95.9756416117	61252.0	27757739.0	243-476	61252.0	53.0
temp | CRR214664.merged	458.283962969	3.19353289579	96.8064671042	74964.0	34354799.0	255-475	74964.0	50.0
temp | CRR214665.merged	456.373133731	5.89200656446	94.1079934355	49966.0	22803140.0	254-475	49966.0	52.0
temp | CRR214666.merged	460.862974904	3.55960264901	96.440397351	68856.0	31733181.0	246-476	68856.0	53.0
temp | CRR214667.merged	462.535335499	3.84656756233	96.1534324377	46483.0	21500030.0	265-476	46483.0	51.0
temp | CRR214668.merged	455.130727977	3.54165560452	96.4583443955	56499.0	25714431.0	245-475	56499.0	50.0
temp | CRR214669.merged	455.468915697	3.19442961698	96.805570383	84303.0	38397396.0	265-476	84303.0	52.0
temp | CRR214670.merged	453.948708331	3.8456520321	96.1543479679	61316.0	27834319.0	245-475	61316.0	52.0
temp | CRR214671.merged	457.564925427	3.30253046372	96.6974695363	83542.0	38225889.0	246-476	83542.0	51.0
temp | CRR214672.merged	457.98241028	3.25024014613	96.7497598539	63503.0	29083257.0	249-475	63503.0	51.0
temp | CRR214673.merged	454.881289593	3.38634156241	96.6136584376	68983.0	31379076.0	253-476	68983.0	53.0
temp | CRR214674.merged	457.912999421	4.02845562081	95.9715443792	48356.0	22142841.0	243-475	48356.0	51.0
temp | CRR214675.merged	454.771580964	3.48247113044	96.5175288696	77244.0	35128376.0	256-476	77244.0	52.0
temp | CRR214676.merged	450.075220596	4.56806710483	95.4319328952	55078.0	24789243.0	256-475	55078.0	53.0
temp | CRR214677.merged	454.769099234	3.10876471688	96.8912352831	107020.0	48669389.0	245-476	107020.0	51.0
temp | CRR214678.merged	455.956322124	3.91576409693	96.0842359031	56413.0	25721864.0	245-476	56413.0	51.0
temp | CRR214679.merged	450.751680875	3.22341965578	96.7765803442	62170.0	28023232.0	241-475	62170.0	52.0
temp | CRR214680.merged	454.462437898	3.64664358241	96.3533564176	59781.0	27168219.0	244-476	59781.0	52.0
temp | CRR214681.merged	457.551819483	3.21796279057	96.7820372094	71971.0	32930462.0	256-476	71971.0	52.0
temp | CRR214682.merged	455.676941729	3.80995680837	96.1900431916	65985.0	30067843.0	248-476	65985.0	52.0
temp | CRR214683.merged	458.404103229	3.41293340575	96.5870665942	57077.0	26164331.0	253-475	57077.0	52.0
temp | CRR214684.merged	453.11603108	3.62881875608	96.3711812439	81211.0	36798006.0	245-476	81211.0	52.0
temp | CRR214685.merged	454.769562071	3.47655307859	96.5234469214	58046.0	26397554.0	247-475	58046.0	53.0
temp | CRR214686.merged	456.307449784	3.50538181202	96.494618188	58995.0	26919858.0	296-475	58995.0	52.0
temp | CRR214687.merged	457.56809733	3.6643653744	96.3356346256	62139.0	28432824.0	244-475	62139.0	52.0
temp | CRR214688.merged	454.15456757	3.33968100212	96.6603189979	90847.0	41258580.0	244-475	90847.0	52.0
temp | CRR214689.merged	451.488035535	3.9642737737	96.0357262263	41874.0	18905610.0	253-475	41874.0	52.0
temp | CRR214690.merged	461.56185028	3.26474749339	96.7352525066	65028.0	30014444.0	254-476	65028.0	53.0
temp | CRR214691.merged	455.517059046	4.57006168954	95.4299383105	39715.0	18090860.0	247-474	39715.0	51.0
temp | CRR214692.merged	453.866030776	5.88438706703	94.115612933	34702.0	15750059.0	243-475	34702.0	53.0
temp | CRR214693.merged	460.440506097	4.01026863482	95.9897313652	54535.0	25110123.0	243-476	54535.0	52.0
temp | CRR214694.merged	455.745329368	4.80961923848	95.1903807615	30938.0	14099849.0	259-475	30938.0	53.0
