Sample	fastqc_percent_duplicates	fastqc_percent_gc	fastqc_avg_sequence_length	fastqc_total_sequences
temp | CRR216318.merged	97.2609824467	51.0	455.469398099	96677.0
temp | CRR216319.merged	97.2472495657	53.0	448.703775333	86350.0
temp | CRR216320.merged	96.3883718869	51.0	456.640521138	67698.0
temp | CRR216321.merged	97.0804967457	51.0	454.037723498	53468.0
temp | CRR216322.merged	96.3567422806	52.0	453.908030281	75427.0
temp | CRR216323.merged	97.182242851	51.0	455.790794729	100399.0
temp | CRR216324.merged	95.7708506752	51.0	456.043943893	80489.0
temp | CRR216325.merged	96.4488078541	52.0	454.482954652	53475.0
temp | CRR216326.merged	97.3787640888	52.0	454.828094529	99991.0
temp | CRR216327.merged	97.0155205691	49.0	459.457960473	62691.0
temp | CRR216328.merged	95.7406299298	53.0	453.298282834	55149.0
temp | CRR216329.merged	97.0116264214	53.0	448.972633193	78270.0
temp | CRR216330.merged	96.7121620222	52.0	452.105847923	77224.0
temp | CRR216331.merged	97.6234222719	54.0	454.792072749	75108.0
temp | CRR216332.merged	96.072819779	53.0	457.229052389	50316.0
temp | CRR216333.merged	96.6414433747	50.0	456.919530169	70834.0
temp | CRR216334.merged	95.5565389421	52.0	451.507366722	38416.0
temp | CRR216335.merged	97.2159648819	53.0	461.933252469	86565.0
temp | CRR216336.merged	96.6624174296	52.0	455.094719357	51774.0
temp | CRR216337.merged	96.7073348564	51.0	455.436669421	102865.0
temp | CRR216338.merged	96.606559361	52.0	459.421929081	82630.0
temp | CRR216339.merged	96.9590522437	54.0	455.664956205	87111.0
temp | CRR216340.merged	96.3434957357	52.0	453.13655524	51005.0
temp | CRR216341.merged	96.7357954545	52.0	455.945767045	70400.0
temp | CRR216342.merged	97.4824950559	53.0	449.906889732	130963.0
temp | CRR216343.merged	96.485278551	52.0	458.61154781	102028.0
temp | CRR216344.merged	96.1522891566	51.0	458.437108434	51875.0
temp | CRR216345.merged	96.2176328756	51.0	457.612579935	47695.0
temp | CRR216346.merged	94.0379403794	52.0	454.976977433	78966.0
temp | CRR216347.merged	95.8778570652	52.0	455.181674938	55214.0
temp | CRR216348.merged	97.0371819004	51.0	455.795915125	81814.0
temp | CRR216349.merged	96.4986186492	52.0	451.99000725	51037.0
temp | CRR216350.merged	95.3410436667	55.0	453.535842971	39687.0
temp | CRR216351.merged	96.7183572099	50.0	459.482963322	66034.0
temp | CRR216352.merged	96.139077086	50.0	459.647694922	90626.0
temp | CRR216353.merged	97.2405282308	52.0	452.089437928	78602.0
temp | CRR216354.merged	94.1382065109	53.0	450.8240713	40056.0
temp | CRR216355.merged	97.6023204773	55.0	451.817273439	90671.0
temp | CRR216356.merged	96.9315295703	51.0	456.251770072	96465.0
temp | CRR216357.merged	96.297585711	52.0	450.0281995	66065.0
temp | CRR216358.merged	97.0889221397	49.0	460.33540854	74852.0
temp | CRR216359.merged	96.8025061438	52.0	451.087404467	74058.0
temp | CRR216360.merged	97.038882866	53.0	454.533955761	61801.0
temp | CRR216361.merged	96.491941386	51.0	455.336721583	61487.0
temp | CRR216362.merged	97.1246170611	51.0	455.904671341	97274.0
temp | CRR216363.merged	96.9388101023	52.0	452.240205661	88495.0
temp | CRR216364.merged	95.699651174	53.0	453.800603896	72529.0
temp | CRR216365.merged	96.606140159	51.0	458.104761905	68565.0
temp | CRR216366.merged	93.0362945673	53.0	457.502540162	43698.0
temp | CRR216367.merged	96.0764633423	53.0	456.064898034	43838.0
temp | CRR216368.merged	97.0156817478	50.0	456.960922323	71038.0
temp | CRR216369.merged	96.9956997463	53.0	452.373338427	102087.0
temp | CRR216370.merged	95.373051568	51.0	457.447877518	32462.0
temp | CRR216371.merged	95.8545108005	51.0	460.899804108	37776.0
temp | CRR216372.merged	96.5050895355	51.0	456.323481069	69358.0
temp | CRR216373.merged	95.9685809405	53.0	459.70443196	38448.0
temp | CRR216374.merged	97.1399569035	53.0	462.871173401	56153.0
temp | CRR216375.merged	96.8004062976	53.0	451.247975194	37411.0
temp | CRR216376.merged	97.227804594	51.0	454.98331236	106486.0
temp | CRR216377.merged	96.2525359085	51.0	456.685693419	61615.0
temp | CRR216378.merged	96.6026224507	54.0	464.920539251	40649.0
temp | CRR216379.merged	96.219018352	51.0	454.995763807	69638.0
temp | CRR216380.merged	96.5503734619	53.0	458.193376285	74037.0
temp | CRR216381.merged	95.335170397	52.0	457.717959172	71128.0
temp | CRR216382.merged	95.6822029116	54.0	453.253876538	44305.0
temp | CRR216383.merged	96.2955091631	53.0	451.944972126	61169.0
temp | CRR216384.merged	94.7180585296	52.0	457.306322552	26619.0
temp | CRR216385.merged	96.0341905534	52.0	462.807545501	67855.0
temp | CRR216386.merged	94.4719687093	53.0	455.513924381	38350.0
temp | CRR216387.merged	96.369972629	53.0	464.130528425	66859.0
temp | CRR216388.merged	95.9184795557	53.0	457.008027418	54563.0
temp | CRR216389.merged	95.0074969544	53.0	449.712866648	42684.0
temp | CRR216390.merged	95.7656263434	54.0	453.183668644	46524.0
temp | CRR216391.merged	96.8931773079	52.0	450.249401218	58452.0
temp | CRR216392.merged	95.345036436	53.0	453.555192371	52009.0
temp | CRR216393.merged	96.023690205	53.0	465.681785877	54875.0
temp | CRR216394.merged	97.5879622698	54.0	466.241622997	66790.0
temp | CRR216395.merged	95.904226969	53.0	455.493091714	73173.0
temp | CRR216396.merged	96.9165110696	52.0	466.942313506	56235.0
temp | CRR216397.merged	96.6402875086	55.0	455.59521908	55094.0
temp | CRR216398.merged	96.5605788257	53.0	459.081597511	66203.0
temp | CRR216399.merged	96.5233359468	54.0	464.520529856	48466.0
temp | CRR216400.merged	96.5001845245	53.0	462.005494731	48774.0
temp | CRR216401.merged	96.0868937644	53.0	461.505586028	69280.0
temp | CRR216402.merged	95.2024231279	52.0	452.611055521	36977.0
temp | CRR216403.merged	96.2129010122	55.0	464.18802539	23316.0
temp | CRR216404.merged	96.2902029533	53.0	466.401213674	74155.0
temp | CRR216405.merged	95.7160525708	52.0	455.890006388	73577.0
temp | CRR216406.merged	95.7209795774	54.0	467.078463443	22622.0
temp | CRR216407.merged	95.4970169803	53.0	463.949389628	54475.0
temp | CRR216408.merged	95.9497844785	53.0	452.489382834	50343.0
temp | CRR216409.merged	97.0166158592	50.0	457.088079718	82993.0
temp | CRR216410.merged	96.6384716348	52.0	454.370861893	54856.0
temp | CRR216411.merged	96.0935138222	52.0	453.637902657	59542.0
temp | CRR216412.merged	95.7286166843	52.0	454.824313622	37880.0
temp | CRR216413.merged	97.0148525122	52.0	454.854391682	81939.0
temp | CRR216414.merged	96.1035785458	53.0	452.355776167	81793.0
temp | CRR216415.merged	97.1884415905	51.0	458.06854038	101225.0
temp | CRR216416.merged	95.5362592789	51.0	456.87658259	50787.0
temp | CRR216417.merged	96.9004707784	52.0	454.448447382	105145.0
temp | CRR216418.merged	95.4096504882	52.0	460.797792557	35335.0
temp | CRR216419.merged	96.3629128532	52.0	463.515267277	37695.0
temp | CRR216420.merged	96.6022706844	52.0	460.485223957	72313.0
temp | CRR216421.merged	96.7927064663	54.0	463.198297256	58024.0
temp | CRR216422.merged	96.7613712804	51.0	455.526008097	81763.0
temp | CRR216423.merged	96.2247045129	50.0	458.840000448	89344.0
temp | CRR216424.merged	96.2633721576	52.0	452.991393331	98993.0
temp | CRR216425.merged	95.9419795868	54.0	456.053930201	52809.0
temp | CRR216426.merged	96.4020590626	51.0	458.32469972	55365.0
temp | CRR216427.merged	96.3901329352	52.0	453.423174806	70335.0
temp | CRR216428.merged	96.0220567289	52.0	465.126968624	49146.0
temp | CRR216429.merged	95.3483529755	53.0	454.158705701	48026.0
temp | CRR216430.merged	95.8338891959	51.0	458.168588363	52471.0
temp | CRR216431.merged	95.2581940968	53.0	463.05874134	34354.0
temp | CRR216432.merged	94.935697903	52.0	455.395990334	48832.0
temp | CRR216433.merged	96.7175815434	52.0	455.651996818	62850.0
temp | CRR216434.merged	95.2711034092	53.0	453.01522978	60014.0
temp | CRR216435.merged	96.0268411434	52.0	460.881977093	71681.0
temp | CRR216436.merged	95.9637252977	51.0	456.592730778	56017.0
temp | CRR216437.merged	96.4411613261	51.0	464.290470155	50494.0
temp | CRR216438.merged	96.8787488822	51.0	455.057299278	91694.0
temp | CRR216439.merged	95.0804963084	52.0	457.78658224	39008.0
temp | CRR216440.merged	96.5634670548	52.0	456.940694372	70769.0
temp | CRR216441.merged	95.1794631044	52.0	455.602385728	46862.0
temp | CRR216442.merged	96.6795147226	52.0	455.883245924	63304.0
temp | CRR216443.merged	96.1701319662	52.0	460.652102915	52665.0
temp | CRR216444.merged	97.0655352525	51.0	457.538295103	59159.0
temp | CRR216445.merged	95.7240502305	51.0	456.327642664	31455.0
temp | CRR216446.merged	96.0080591001	52.0	451.698643385	74450.0
temp | CRR216447.merged	96.0751995879	52.0	451.973422611	38830.0
temp | CRR216448.merged	96.6390639939	52.0	454.327683158	61709.0
temp | CRR216449.merged	97.3227190346	52.0	451.375197871	87178.0
temp | CRR216450.merged	96.8559531712	52.0	452.057555368	66284.0
temp | CRR216451.merged	96.940760389	50.0	457.181321839	45240.0
temp | CRR216452.merged	96.4964745614	52.0	457.379870841	77579.0
temp | CRR216453.merged	95.6924278625	52.0	455.241109171	43528.0
temp | CRR216454.merged	96.3755695832	52.0	459.603695498	47842.0
temp | CRR216455.merged	96.1818985523	52.0	458.379185545	36196.0
temp | CRR216456.merged	96.5007960435	50.0	462.42944006	59042.0
temp | CRR216457.merged	95.7443166256	51.0	456.177691044	29208.0
temp | CRR216458.merged	96.3730953203	52.0	457.102951329	81116.0
temp | CRR216459.merged	96.9891237887	51.0	452.275258935	53971.0
temp | CRR216460.merged	95.833998768	51.0	455.97775547	43831.0
temp | CRR216461.merged	97.1284687615	50.0	457.639972722	95315.0
temp | CRR216462.merged	96.3181568396	51.0	456.560560112	49133.0
temp | CRR216463.merged	96.2381251547	52.0	455.593066423	52527.0
temp | CRR216464.merged	96.8534663266	51.0	455.277134808	52534.0
temp | CRR216465.merged	94.9428128332	52.0	456.523383736	41268.0
temp | CRR216466.merged	96.6491173738	51.0	459.710663776	48435.0
temp | CRR216467.merged	95.6201087079	52.0	452.921130382	44339.0
temp | CRR216468.merged	96.433783574	54.0	461.929079336	64410.0
temp | CRR216469.merged	95.9032507894	52.0	452.456719026	50357.0
temp | CRR216470.merged	95.9272343363	51.0	458.940045479	49254.0
temp | CRR216471.merged	97.0114866321	53.0	469.694170493	60331.0
temp | CRR216472.merged	95.0852687397	52.0	457.125491935	54123.0
temp | CRR216473.merged	96.0381082823	50.0	458.849621334	49648.0
temp | CRR216474.merged	96.7592948965	53.0	458.530829035	64955.0
temp | CRR216475.merged	97.4872237716	51.0	465.993204887	70639.0
temp | CRR216476.merged	95.690712454	52.0	455.413461181	53814.0
temp | CRR216477.merged	95.9581093433	52.0	455.810159724	64549.0
temp | CRR216478.merged	96.4915151232	53.0	451.584638399	42782.0
temp | CRR216479.merged	96.8060817102	51.0	458.244543936	78399.0
temp | CRR216480.merged	96.386972455	51.0	458.985616709	58123.0
temp | CRR216481.merged	96.8680268837	54.0	455.874507289	74841.0
temp | CRR216482.merged	96.2301078029	51.0	460.332215734	62336.0
temp | CRR216483.merged	95.4346101806	54.0	453.662133159	42866.0
temp | CRR216484.merged	95.7261309596	51.0	461.51871723	49206.0
temp | CRR216485.merged	96.5244596132	53.0	463.744709898	35160.0
temp | CRR216486.merged	95.899689208	53.0	459.937863037	46655.0
temp | CRR216487.merged	96.4113813794	50.0	463.811420092	77495.0
temp | CRR216488.merged	96.0958012253	51.0	456.109718872	46847.0
temp | CRR216489.merged	96.2127967897	53.0	450.459787092	35884.0
temp | CRR216490.merged	95.5537948873	52.0	456.68599259	42913.0
temp | CRR216491.merged	95.7063075696	52.0	452.564876822	41363.0
temp | CRR216492.merged	96.31497394	53.0	454.107846176	35495.0
temp | CRR216493.merged	96.4213837933	51.0	457.469083254	43229.0
temp | CRR216494.merged	95.8044426515	51.0	455.920450821	39661.0
temp | CRR216495.merged	95.9436975908	52.0	454.321209903	60104.0
temp | CRR216496.merged	95.5928968267	56.0	454.037151914	29339.0
temp | CRR216497.merged	95.8934201685	51.0	456.011526335	38694.0
temp | CRR216498.merged	96.7866173245	53.0	450.254408145	59719.0
temp | CRR216499.merged	95.4761904762	53.0	451.549637681	19320.0
temp | CRR216500.merged	96.9891733975	53.0	449.038683623	58190.0
temp | CRR216501.merged	98.0092841863	54.0	447.550473668	68719.0
temp | CRR216502.merged	95.9262688326	53.0	454.434419101	35643.0
temp | CRR216503.merged	96.236458971	52.0	455.070160496	37571.0
temp | CRR216504.merged	96.7636354754	53.0	456.579712269	40941.0
temp | CRR216505.merged	95.9960113523	54.0	452.665682289	26074.0
temp | CRR216506.merged	95.2698116409	52.0	460.723740031	23572.0
temp | CRR216507.merged	95.7135453187	53.0	456.839974391	32801.0
temp | CRR216508.merged	96.9352920277	53.0	449.87393608	64737.0
